"DXXPT1X.Code.or.Value","DXXPT1X.Value.Description","DXXPT1X.Count","DXXPT1X.Cumulative","DXXPT1X.Skip.to.Item"
"317.7 to 963","Range of Values",3298,3298,NA
".","Missing",410,3708,NA
