"CBQ581.Code.or.Value","CBQ581.Value.Description","CBQ581.Count","CBQ581.Cumulative","CBQ581.Skip.to.Item"
"1","Yes",498,498,""
"2","No",756,1254,"CBQ830"
"7","Refused",0,1254,"CBQ830"
"9","Don't know",2,1256,"CBQ830"
".","Missing",789,2045,""
