"CIQD078.Code.or.Value","CIQD078.Value.Description","CIQD078.Count","CIQD078.Cumulative","CIQD078.Skip.to.Item"
"1","Yes",3,3,""
"2","No",11,14,"CIQD080"
"7","Refuse",0,14,"CIQD080"
"9","Don't know",0,14,"CIQD080"
".","Missing",764,778,""
