"DXXPT56X.Code.or.Value","DXXPT56X.Value.Description","DXXPT56X.Count","DXXPT56X.Cumulative","DXXPT56X.Skip.to.Item"
"536.3 to 1114.9","Range of Values",3281,3281,NA
".","Missing",427,3708,NA
