"DXXPT63Y.Code.or.Value","DXXPT63Y.Value.Description","DXXPT63Y.Count","DXXPT63Y.Cumulative","DXXPT63Y.Skip.to.Item"
"63.6 to 306.8","Range of Values",3291,3291,NA
".","Missing",417,3708,NA
