"CBQ850.Code.or.Value","CBQ850.Value.Description","CBQ850.Count","CBQ850.Cumulative","CBQ850.Skip.to.Item"
"1","Yes",391,391,""
"2","No",398,789,"CBQ860"
"7","Refused",0,789,"CBQ860"
"9","Don't know",0,789,"CBQ860"
".","Missing",1256,2045,""
