"DXXPT75X.Code.or.Value","DXXPT75X.Value.Description","DXXPT75X.Count","DXXPT75X.Cumulative","DXXPT75X.Skip.to.Item"
"-28.3 to 488.5","Range of Values",3107,3107,NA
".","Missing",601,3708,NA
