"DXXPT19Y.Code.or.Value","DXXPT19Y.Value.Description","DXXPT19Y.Count","DXXPT19Y.Cumulative","DXXPT19Y.Skip.to.Item"
"125.9 to 364.6","Range of Values",3298,3298,NA
".","Missing",410,3708,NA
