"DXXPT70Y.Code.or.Value","DXXPT70Y.Value.Description","DXXPT70Y.Count","DXXPT70Y.Cumulative","DXXPT70Y.Skip.to.Item"
"76.8 to 263","Range of Values",3194,3194,NA
".","Missing",514,3708,NA
