"DXXPT66Y.Code.or.Value","DXXPT66Y.Value.Description","DXXPT66Y.Count","DXXPT66Y.Cumulative","DXXPT66Y.Skip.to.Item"
"39.3 to 221.9","Range of Values",3274,3274,NA
".","Missing",434,3708,NA
