"DXXPT65Y.Code.or.Value","DXXPT65Y.Value.Description","DXXPT65Y.Count","DXXPT65Y.Cumulative","DXXPT65Y.Skip.to.Item"
"91.5 to 324.4","Range of Values",3263,3263,NA
".","Missing",445,3708,NA
