"RHQ720.Code.or.Value","RHQ720.Value.Description","RHQ720.Count","RHQ720.Cumulative","RHQ720.Skip.to.Item"
"1","Yes",350,350,NA
"2","No",1534,1884,NA
"7","Refused",0,1884,NA
"9","Don't know",1,1885,NA
".","Missing",1679,3564,NA
