"DXXPT60Y.Code.or.Value","DXXPT60Y.Value.Description","DXXPT60Y.Count","DXXPT60Y.Cumulative","DXXPT60Y.Skip.to.Item"
"89.7 to 335.5","Range of Values",3281,3281,NA
".","Missing",427,3708,NA
