"DXXPT56X.Code.or.Value","DXXPT56X.Value.Description","DXXPT56X.Count","DXXPT56X.Cumulative","DXXPT56X.Skip.to.Item"
"40.5 to 589.7","Range of Values",3194,3194,NA
".","Missing",514,3708,NA
