"DXXPT63Y.Code.or.Value","DXXPT63Y.Value.Description","DXXPT63Y.Count","DXXPT63Y.Cumulative","DXXPT63Y.Skip.to.Item"
"44.2 to 268.5","Range of Values",3292,3292,NA
".","Missing",416,3708,NA
