"DXXPT49Y.Code.or.Value","DXXPT49Y.Value.Description","DXXPT49Y.Count","DXXPT49Y.Cumulative","DXXPT49Y.Skip.to.Item"
"55.1 to 238.7","Range of Values",3241,3241,NA
".","Missing",467,3708,NA
