"DXXPT61X.Code.or.Value","DXXPT61X.Value.Description","DXXPT61X.Count","DXXPT61X.Cumulative","DXXPT61X.Skip.to.Item"
"635.6 to 1215","Range of Values",3263,3263,NA
".","Missing",445,3708,NA
