"DXXPT88Y.Code.or.Value","DXXPT88Y.Value.Description","DXXPT88Y.Count","DXXPT88Y.Cumulative","DXXPT88Y.Skip.to.Item"
"123.3 to 354.7","Range of Values",3281,3281,NA
".","Missing",427,3708,NA
