"DXXPT22X.Code.or.Value","DXXPT22X.Value.Description","DXXPT22X.Count","DXXPT22X.Cumulative","DXXPT22X.Skip.to.Item"
"45.8 to 549.9","Range of Values",3107,3107,NA
".","Missing",601,3708,NA
