"DXXPT44Y.Code.or.Value","DXXPT44Y.Value.Description","DXXPT44Y.Count","DXXPT44Y.Cumulative","DXXPT44Y.Skip.to.Item"
"84 to 276","Range of Values",3107,3107,NA
".","Missing",601,3708,NA
