"DXXPT27X.Code.or.Value","DXXPT27X.Value.Description","DXXPT27X.Count","DXXPT27X.Cumulative","DXXPT27X.Skip.to.Item"
"163.7 to 809.8","Range of Values",3292,3292,NA
".","Missing",416,3708,NA
