"DXXPT4Y.Code.or.Value","DXXPT4Y.Value.Description","DXXPT4Y.Count","DXXPT4Y.Cumulative","DXXPT4Y.Skip.to.Item"
"108.6 to 295.7","Range of Values",3194,3194,NA
".","Missing",514,3708,NA
