"DXXPT37X.Code.or.Value","DXXPT37X.Value.Description","DXXPT37X.Count","DXXPT37X.Cumulative","DXXPT37X.Skip.to.Item"
"559.1 to 1140.8","Range of Values",3281,3281,NA
".","Missing",427,3708,NA
