"DXXPT14X.Code.or.Value","DXXPT14X.Value.Description","DXXPT14X.Count","DXXPT14X.Cumulative","DXXPT14X.Skip.to.Item"
"245.4 to 890","Range of Values",3298,3298,NA
".","Missing",410,3708,NA
