"DXXPT59X.Code.or.Value","DXXPT59X.Value.Description","DXXPT59X.Count","DXXPT59X.Cumulative","DXXPT59X.Skip.to.Item"
"341.7 to 987.5","Range of Values",3291,3291,NA
".","Missing",417,3708,NA
