"DXXPT59Y.Code.or.Value","DXXPT59Y.Value.Description","DXXPT59Y.Count","DXXPT59Y.Cumulative","DXXPT59Y.Skip.to.Item"
"80.2 to 321.2","Range of Values",3281,3281,NA
".","Missing",427,3708,NA
