"DXXPT51X.Code.or.Value","DXXPT51X.Value.Description","DXXPT51X.Count","DXXPT51X.Cumulative","DXXPT51X.Skip.to.Item"
"63.2 to 610.4","Range of Values",3194,3194,NA
".","Missing",514,3708,NA
