"AUXRR104.Code.or.Value","AUXRR104.Value.Description","AUXRR104.Count","AUXRR104.Cumulative","AUXRR104.Skip.to.Item"
"-76 to 46","Range of Values",1676,1676,NA
".","Missing",131,1807,NA
