"AUXLR247.Code.or.Value","AUXLR247.Value.Description","AUXLR247.Count","AUXLR247.Cumulative","AUXLR247.Skip.to.Item"
"-19 to 55","Range of Values",1774,1774,NA
".","Missing",115,1889,NA
