"CBQ520.Code.or.Value","CBQ520.Value.Description","CBQ520.Count","CBQ520.Cumulative","CBQ520.Skip.to.Item"
"1","Yes",643,643,NA
"2","No",3517,4160,NA
"7","Refused",1,4161,NA
"9","Don't know",5,4166,NA
".","Missing",1856,6022,NA
