"DXXPT37Y.Code.or.Value","DXXPT37Y.Value.Description","DXXPT37Y.Count","DXXPT37Y.Cumulative","DXXPT37Y.Skip.to.Item"
"62.6 to 303.8","Range of Values",3298,3298,NA
".","Missing",410,3708,NA
