"DXXPT40X.Code.or.Value","DXXPT40X.Value.Description","DXXPT40X.Count","DXXPT40X.Cumulative","DXXPT40X.Skip.to.Item"
"298.9 to 940.2","Range of Values",3298,3298,NA
".","Missing",410,3708,NA
