"AUDTYL84.Code.or.Value","AUDTYL84.Value.Description","AUDTYL84.Count","AUDTYL84.Cumulative","AUDTYL84.Skip.to.Item"
"0","0",2756,2756,NA
".","Missing",278,3034,NA
