"DXXPT8X.Code.or.Value","DXXPT8X.Value.Description","DXXPT8X.Count","DXXPT8X.Cumulative","DXXPT8X.Skip.to.Item"
"115.6 to 750.3","Range of Values",3292,3292,NA
".","Missing",416,3708,NA
