"CBQ945.Code.or.Value","CBQ945.Value.Description","CBQ945.Count","CBQ945.Cumulative","CBQ945.Skip.to.Item"
"1","Always",278,278,NA
"2","Most of the time",308,586,NA
"3","Sometimes",481,1067,NA
"4","Rarely",305,1372,NA
"5","Never",292,1664,NA
"6","Never seen",0,1664,NA
"7","Refused",0,1664,NA
"9","Don't know",0,1664,NA
".","Missing",381,2045,NA
