"DXXPT19X.Code.or.Value","DXXPT19X.Value.Description","DXXPT19X.Count","DXXPT19X.Cumulative","DXXPT19X.Skip.to.Item"
"31.6 to 537.7","Range of Values",3107,3107,NA
".","Missing",601,3708,NA
