"DXXPT16X.Code.or.Value","DXXPT16X.Value.Description","DXXPT16X.Count","DXXPT16X.Cumulative","DXXPT16X.Skip.to.Item"
"17.8 to 526","Range of Values",3107,3107,NA
".","Missing",601,3708,NA
