"DXXPT71X.Code.or.Value","DXXPT71X.Value.Description","DXXPT71X.Count","DXXPT71X.Cumulative","DXXPT71X.Skip.to.Item"
"664.8 to 1201.5","Range of Values",3241,3241,NA
".","Missing",467,3708,NA
