"DXXPT26Y.Code.or.Value","DXXPT26Y.Value.Description","DXXPT26Y.Count","DXXPT26Y.Cumulative","DXXPT26Y.Skip.to.Item"
"135.7 to 365.4","Range of Values",3291,3291,NA
".","Missing",417,3708,NA
