"AUXLR142.Code.or.Value","AUXLR142.Value.Description","AUXLR142.Count","AUXLR142.Cumulative","AUXLR142.Skip.to.Item"
"-37 to 122","Range of Values",2754,2754,NA
".","Missing",280,3034,NA
