"AUXLR177.Code.or.Value","AUXLR177.Value.Description","AUXLR177.Count","AUXLR177.Cumulative","AUXLR177.Skip.to.Item"
"-10 to 56","Range of Values",1664,1664,NA
".","Missing",143,1807,NA
