"DXXPT61X.Code.or.Value","DXXPT61X.Value.Description","DXXPT61X.Count","DXXPT61X.Cumulative","DXXPT61X.Skip.to.Item"
"174.5 to 815.2","Range of Values",3292,3292,NA
".","Missing",416,3708,NA
