"DXXPT26Y.Code.or.Value","DXXPT26Y.Value.Description","DXXPT26Y.Count","DXXPT26Y.Cumulative","DXXPT26Y.Skip.to.Item"
"153.4 to 385.4","Range of Values",3263,3263,NA
".","Missing",445,3708,NA
