"DXXPT64X.Code.or.Value","DXXPT64X.Value.Description","DXXPT64X.Count","DXXPT64X.Cumulative","DXXPT64X.Skip.to.Item"
"522.5 to 1103.4","Range of Values",3281,3281,NA
".","Missing",427,3708,NA
