"DXXPT31X.Code.or.Value","DXXPT31X.Value.Description","DXXPT31X.Count","DXXPT31X.Cumulative","DXXPT31X.Skip.to.Item"
"17.8 to 480.9","Range of Values",2992,2992,NA
".","Missing",716,3708,NA
