"DXXPT7X.Code.or.Value","DXXPT7X.Value.Description","DXXPT7X.Count","DXXPT7X.Cumulative","DXXPT7X.Skip.to.Item"
"39.5 to 541.8","Range of Values",3107,3107,NA
".","Missing",601,3708,NA
