"DXXPT87Y.Code.or.Value","DXXPT87Y.Value.Description","DXXPT87Y.Count","DXXPT87Y.Cumulative","DXXPT87Y.Skip.to.Item"
"104 to 338.7","Range of Values",3291,3291,NA
".","Missing",417,3708,NA
