"DXXPT73Y.Code.or.Value","DXXPT73Y.Value.Description","DXXPT73Y.Count","DXXPT73Y.Cumulative","DXXPT73Y.Skip.to.Item"
"166.9 to 411.2","Range of Values",3263,3263,NA
".","Missing",445,3708,NA
