"DXXPT94X.Code.or.Value","DXXPT94X.Value.Description","DXXPT94X.Count","DXXPT94X.Cumulative","DXXPT94X.Skip.to.Item"
"78.2 to 636.3","Range of Values",3241,3241,NA
".","Missing",467,3708,NA
