"DXXPT25Y.Code.or.Value","DXXPT25Y.Value.Description","DXXPT25Y.Count","DXXPT25Y.Cumulative","DXXPT25Y.Skip.to.Item"
"90.4 to 279.2","Range of Values",3194,3194,NA
".","Missing",514,3708,NA
