"DXXPT19Y.Code.or.Value","DXXPT19Y.Value.Description","DXXPT19Y.Count","DXXPT19Y.Cumulative","DXXPT19Y.Skip.to.Item"
"121.8 to 320.7","Range of Values",2992,2992,NA
".","Missing",716,3708,NA
