"DXXPT43X.Code.or.Value","DXXPT43X.Value.Description","DXXPT43X.Count","DXXPT43X.Cumulative","DXXPT43X.Skip.to.Item"
"550.8 to 1137.4","Range of Values",3281,3281,NA
".","Missing",427,3708,NA
