"DXXPT53X.Code.or.Value","DXXPT53X.Value.Description","DXXPT53X.Count","DXXPT53X.Cumulative","DXXPT53X.Skip.to.Item"
"560.4 to 1139.9","Range of Values",3281,3281,NA
".","Missing",427,3708,NA
