"DXXPT42Y.Code.or.Value","DXXPT42Y.Value.Description","DXXPT42Y.Count","DXXPT42Y.Cumulative","DXXPT42Y.Skip.to.Item"
"157.4 to 389.3","Range of Values",3263,3263,NA
".","Missing",445,3708,NA
