"DXXPT35Y.Code.or.Value","DXXPT35Y.Value.Description","DXXPT35Y.Count","DXXPT35Y.Cumulative","DXXPT35Y.Skip.to.Item"
"130.7 to 355.4","Range of Values",3263,3263,NA
".","Missing",445,3708,NA
