"AUXLR202.Code.or.Value","AUXLR202.Value.Description","AUXLR202.Count","AUXLR202.Cumulative","AUXLR202.Skip.to.Item"
"-77 to 59","Range of Values",2754,2754,NA
".","Missing",280,3034,NA
