"DXXPT35X.Code.or.Value","DXXPT35X.Value.Description","DXXPT35X.Count","DXXPT35X.Cumulative","DXXPT35X.Skip.to.Item"
"555.7 to 1140.4","Range of Values",3281,3281,NA
".","Missing",427,3708,NA
