"DXXPT38Y.Code.or.Value","DXXPT38Y.Value.Description","DXXPT38Y.Count","DXXPT38Y.Cumulative","DXXPT38Y.Skip.to.Item"
"145.2 to 392.8","Range of Values",3291,3291,NA
".","Missing",417,3708,NA
