"AUXLR106.Code.or.Value","AUXLR106.Value.Description","AUXLR106.Count","AUXLR106.Cumulative","AUXLR106.Skip.to.Item"
"-69 to 48","Range of Values",1664,1664,NA
".","Missing",143,1807,NA
