"DXXPT40X.Code.or.Value","DXXPT40X.Value.Description","DXXPT40X.Count","DXXPT40X.Cumulative","DXXPT40X.Skip.to.Item"
"101 to 748.9","Range of Values",3274,3274,NA
".","Missing",434,3708,NA
