"DXXPT40Y.Code.or.Value","DXXPT40Y.Value.Description","DXXPT40Y.Count","DXXPT40Y.Cumulative","DXXPT40Y.Skip.to.Item"
"153.3 to 380.5","Range of Values",3291,3291,NA
".","Missing",417,3708,NA
