"WTSPH03.Code.or.Value","WTSPH03.Value.Description","WTSPH03.Count","WTSPH03.Cumulative","WTSPH03.Skip.to.Item"
"0.0000000 to 784169.0941500","Range of Values",0,0,NA
"0","0",2648,2648,NA
".","Missing",0,2648,NA
