"AUXRR145.Code.or.Value","AUXRR145.Value.Description","AUXRR145.Count","AUXRR145.Cumulative","AUXRR145.Skip.to.Item"
"-21 to 98","Range of Values",2752,2752,NA
".","Missing",282,3034,NA
