"AUXLR258.Code.or.Value","AUXLR258.Value.Description","AUXLR258.Count","AUXLR258.Cumulative","AUXLR258.Skip.to.Item"
"-28 to 40","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
